Unnamed: 0,title,body,date,language,predicted_score
9715,Great hotel,great hotel awesome customer service perfect place close airport beaches budget single travel couples,"Date of experience: April 16, 2018",en,4
9716,Horrible stay,horrible stay extremely noisy also asked earbuds treated apathy hot water dirty room,"Date of experience: April 16, 2018",en,0
9717,Very nice hotel,nice hotel prime location helpful staffrecommended,"Date of experience: April 16, 2018",en,4
9718,We were very pleased,pleased thing toilets lowfixed tall long legs,"Date of experience: April 16, 2018",en,4
9719,Great location,great location kids loved pool well room setup great separated bedrooms great way privacy room separated,"Date of experience: April 16, 2018",en,4
9720,Good hotel 5 stars,good hotel a stars,"Date of experience: April 16, 2018",en,4
9721,Hotel reservation,easy use lot cheaper booking straight hotel yet rooms definitely use,"Date of experience: April 16, 2018",en,4
9722,Ignored requests,despite requesting room away air conditioning noise given one directly next large noisy air con unit outside window hotel felt stuffy little claustrophobic noise neighbouring rooms quite bad breakfast good tho staff pleasant enough couldn't fault location handy visiting city,"Date of experience: April 16, 2018",en,3
9723,I am very happy,happy never problems best price easy use,"Date of experience: April 16, 2018",en,4
9724,Cheap and cheerful,cheap cheerful quite comfortable though greatly marred din traffic,"Date of experience: April 16, 2018",en,3
9725,Booked through galahotels.com and the room didn't exist.,booked galahotelscom received email confirmation shortly arrived hotel evidence booking tried calling galahotels one answered phone of minutes international calls book another room pay separately asked refund original booking showed receipt room take instead galahotels gone silent,"Date of experience: April 16, 2018",en,0
9726,Very easy to navigate and complete the…,easy navigate complete reservation,"Date of experience: April 16, 2018",en,4
9727,"Nope, no thanks",booked room every intention utilizing live minnesota got slammed huge blizzard last weekend able change date tickets children play attending tried numerous times contact gala see could change date reservations got nowhere phone number options available seemed legit hung hopes speaking representatives junk hard earned money shady company stayed travelocity,"Date of experience: April 15, 2018",en,0
9728,Gala hotels Double booked my booking… keep clear of this company,gala hotels double booked booking a room obviously charged twice booking wanted a commended a exact rooms agreeing put money back account went back word many many phone talks email contacts ended pocket 127 of 254 one night away never use againand never recommend,"Date of experience: April 15, 2018",en,0
9729,I cancelled a booking via GalaHotels at…,cancelled booking via galahotels hotel cape town promised refund full still waiting a months later,"Date of experience: April 15, 2018",en,0
9730,As we arrived to our hotel,arrived hotel booking eventhoug already paid,"Date of experience: April 15, 2018",en,4
9731,Excellent price obtained,excellent price obtained hotel paris breakfast included of cheaper sites without breakfast two us booked gala satisfied,"Date of experience: April 15, 2018",en,4
9732,>everything was OK,everything nothing claim,"Date of experience: April 15, 2018",en,0
9733,In the centre of the city for…,centre city everything good service food rooms fine clean could modernised bit enjoyed,"Date of experience: April 14, 2018",en,4
9734,Nice but noizy,nice hotel renovated old building big room breakfast of basic cases particulars better really noisy night cubans install music dance square front hotel,"Date of experience: April 14, 2018",en,4
9735,"Good stay, but a bit pricey for what you get.",good stay rooms seemed affected irma quickly refurbished see rest quick painting coverall experience good lot activities things resort wouldn't consider a stars,"Date of experience: April 13, 2018",en,4
9736,Very friendly and welcoming,friendly welcoming good atmosphere well decoratedroom adapted travellers need nice restaurant good food also bar,"Date of experience: April 13, 2018",en,4
9737,Good value friendly hotel in good…,good value friendly hotel good location city,"Date of experience: April 13, 2018",en,4
9738,They had never heard of Gala on the…,never heard gala reception desk reservation want system using gala,"Date of experience: April 13, 2018",en,0
9739,Room booked was wrong room type,room booked via gala twin double room got hotel nyx single double room pay additional 330 us day never kind issue previous firms using con service,"Date of experience: April 13, 2018",en,0
9740,Perfect situation close to Messe,perfect situation close mess a min walk hotel corner shopping center nearby good restaurants great breakfast sauna pool,"Date of experience: April 13, 2018",en,4
9741,Great service,great service good price everything described,"Date of experience: April 13, 2018",en,4
9742,A little bit tired,little bit tired need tlcgreat location good staff clean rooms comfortable bed plus pointsour room tiny desperate need renovation,"Date of experience: April 12, 2018",en,3
9743,Excellent service,excellent service to duly working repaired requested staff always willing cooperate kind,"Date of experience: April 12, 2018",en,4
9744,Always good selection in area of choice…,always good selection area choice competitive price,"Date of experience: April 12, 2018",en,4
9745,Very easy to book with Gala hotels and…,easy book gala hotels rates competitive,"Date of experience: April 12, 2018",en,4
9746,Hotel was in excellent location with…,hotel excellent location need nights taylor friendly welcome staff rooms spacious tidyalso excellent value,"Date of experience: April 11, 2018",en,4
9747,Fabulous !,everything great,"Date of experience: April 11, 2018",en,4
9748,We had room 164 and it was in a very…,room 164 poor state repair door slammed get shut please check someone burgled ceiling wall massive damp patch valence mess soiled way would normally accept room state rate asked pay restaurant manager showed us table interest experience staff bar end evening two young girls left aloneall bad trip would like contact discuss happy field calls 07793457807 done answer please leave number call backthomas ward,"Date of experience: April 11, 2018",en,0
9749,Shuttle offered but not delivered,booking process okay would call good standard of galahotels promised free shuttle airport rome hotel actually decided use galahotels even requested special registration airport nothing organized realized support german offered tried reach support turkey answer tried support us answer later wrote mail quick feedback washer is shuttle available destination thank using galahotels last time used galahotels,"Date of experience: April 11, 2018",en,4
9750,I will not be booking with Gala again…,booking gala recommending anyone made payments two bookings received email requesting personal confidential information threat booking would cancelled provide information considered request unreasonable provided information discussed make long story short many phone calls emails cancelled booking refunded payment fine except make new booking able secure additional costs consider reputable organization,"Date of experience: April 11, 2018",en,0
9751,Excellent location,excellent location decently spacious rooms room blinking lamp waited days fixed great bar would preferred smoke free,"Date of experience: April 11, 2018",en,4
9752,I was  shocked when hotel say me there…,shocked hotel say booking may another hotel went another group hotel booking,"Date of experience: April 11, 2018",en,0
9753,Тwice stayed at this hotel,twice stayed hotel main reasons a near railway station a breakfast included sleep quality good negative features a air conditioning a rooms windows looking street slight noise cars,"Date of experience: April 11, 2018",en,3
9754,Refund process is not conform expecations,refund process conform rules expectation full refund proposal of refunded online refund process stated refund of working days happen contact service desk first told booking valid told booking cancelled already paid case complaints raised end expectation full refund extra guarantee services a got refund of bad service make lot extra costs rated words bad words would rate business service different,"Date of experience: April 11, 2018",en,0
9755,Good location,good locationbreakfast good least good,"Date of experience: April 11, 2018",en,4
9756,Good choice to book with GalaHotels.com,want sure agency galahotels fulfill expectation cause reviews sound goodbye good price good deal next time galahotelscomjust trust,"Date of experience: April 11, 2018",en,4
9757,Unexpected Cost Increase,unfortunately treasure island hotel part galahotels fulfill promised booking hotel promised total cost of per night stay however upon arrival hotel pay extra resort fee plus taxes accounted half cost actual stay nowhere could find fee booking details hopeful receive refund fee near future aside unexpected ridiculous surcharge upon arrival hotel facility nice,"Date of experience: April 11, 2018",en,0
9758,A quality hotel very clean nice…,quality hotel clean nice facilities good staff however let average breakfast buffet services get idea products used poor quality,"Date of experience: April 10, 2018",en,3
9759,This place is awesome,place awesome loved walking lobby biggest huge maltreat room comfortable,"Date of experience: April 10, 2018",en,4
9760,I booked a hotel in Cuba for £261 on…,booked hotel cuba 261 with february 2018 cancelled a days later eth march still haven received refund live chased refund a times with with with march eth eth eth eth april still haven received refund time say processed bank couple days never arrives please warned advise avoid company live escalate case credit card company,"Date of experience: April 10, 2018",en,0
9761,The hotel is a death trap.And is…,hotel death trapani infested rats cockaroachesalso prostitutes roam bar night drug dealers pimpsthe hotel close immediatleyas also health hazardregards kevin,"Date of experience: April 10, 2018",en,0
9762,Unacceptable refund-process,booked hotel trough gala hotels cancelled following day march eth received email saying refundprocess would take of business days still haven got money haven responded emails done answer phone reservations id 21140450,"Date of experience: April 10, 2018",en,0
9763,Very easy and straightforward booking…,easy straightforward booking system would book,"Date of experience: April 10, 2018",en,4
9764,Staff were so helpful,staff helpful particularly reception,"Date of experience: April 10, 2018",en,4
9765,The Gala booking reference was rejected…,gala booking reference rejected hotel couldn't stay also gala still charged rent big scam please refund money deducted card also liable stress harassment book another hotel much higher rate,"Date of experience: April 10, 2018",en,0
9766,Worst website ever,worst website ever zero communication never answer call stole 400 dollars rats,"Date of experience: April 09, 2018",en,0
9767,Clean nice spacious rooms,clean nice spacious rooms easy check processclose food entertainment great bar lobby,"Date of experience: April 09, 2018",en,4
9768,Literally the worst website ever,literally worst website ever complete scam reservations hotel called hotel day told done business website tried calling customer services recording kept hanging nit use scam scam scam,"Date of experience: April 09, 2018",en,0
9769,Very poor,poor would never use arrived hotel could check money left account months earlier time booking haunt paid hotel first time problem dealing gala apparently several stressful hours waiting sorted trying get phone resolve nightmare hold ages hung part way calls switched hold full voice mail message told wed called back within a minutes never called back etc etc also sold us could arrange free transport hotel airport end stay couldn't email communication try sort appalling confusing inefficient told would refunded of couldn't book us still haven received several weeks later cost taxi of anyway doesn't cover,"Date of experience: April 09, 2018",en,0
9770,I love being able to walk directly from…,love able walk directly hotel reception patrick airport hotel high standard,"Date of experience: April 09, 2018",en,4
9771,Service was good,service good rooms simple quite of however missing update leg dirty shower curtain limited lights continues problems key cards stopped working several timesbreakfast simple nothing extra lunch menu limited want leg pasta suppose order day otherwise nothing children good train connection city center,"Date of experience: April 09, 2018",en,3
9772,Great hotel,great hotel ideal location explore barcelona clean tidy shame breakfast want part price also metro station close causing rumble minor issues really great hotel helpful staff,"Date of experience: April 09, 2018",en,4
9773,Wifi problem in my room and standart bed,wifi problem room solved vacation reservation big room breakfast room standard bed done want stay,"Date of experience: April 09, 2018",en,4
9774,Perfect,booked hotels cuba galahotelscom everything perfect got much lower price anywhere else definitely use,"Date of experience: April 09, 2018",en,4
9775,Hotel abit dated and fusty smelling,hotel bit dated fusty smelling overall bad dubious reading reviews weren't bad originally thought,"Date of experience: April 09, 2018",en,0
9776,I booked my hotel on 3/30,booked hotel 330 upon arrival resort a reservations thru hotelbedscom advised mistake tried calling us keep getting disconnected tried pushing a thru a never able talk anyone matter,"Date of experience: April 09, 2018",en,0
9777,Doubbletree by Hilton Moda was a very…,doubletree hilton mode nice hotel excellent service,"Date of experience: April 09, 2018",en,4
9778,Woken up at 2o'clock,woken clock morning fire alarm one come room say anything breakfast standard hotel bed needed pillows,"Date of experience: April 09, 2018",en,0
9779,That`s not the most professional…,that professional capsule hotel tokyo okay one night,"Date of experience: April 09, 2018",en,4
9780,i have a nice first experience with…,nice first experience gala hotels quick answer got hotel order absolutely recommend gala hotels anybody,"Date of experience: April 09, 2018",en,4
9781,not a four star rating for the  St.Agustin Hotel,complementary transfer service airport hotel booked one attended us airport take taxibreakfast poor cleanliness room perfect dirty corners floor bathroom four star rating agustin hotel,"Date of experience: April 09, 2018",en,3
9782,This is perfet side to make a…reservation,perfect side make reservation berry good services,"Date of experience: April 08, 2018",en,4
9783,The hotel needs more hygiene,hotel needs hygiene common areas hotel dirty children got infection hotel breakfast horriblethe hotel unfriendly childrenthe neighbourhood around hotel full trash homeless people lying ground,"Date of experience: April 08, 2018",en,0
9784,First visit to Lisbon,hotel ideally situated walking downtown area lisbon reception staff excellent helpful advice directions room comfy quiet town hotel excellent breakfast overall good value money,"Date of experience: April 08, 2018",en,4
9785,Poor customer service,hotel booking moreover hotel would confirm room standard booked instead downgraded free airport transfer stated offer tried time contact gala hotels via phone impossible,"Date of experience: April 08, 2018",en,0
9786,"Pleased with room, couple of suggested improvements",pleased room criticism didst automatically received free wifi also would appreciated room semi skimmed milk sachets full fat milk people 2018,"Date of experience: April 08, 2018",en,4
9787,Bad experience,unhappy duplicate booking handling facility speak customer service unacceptable amount time a weeks refund given would recommend booking site,"Date of experience: April 08, 2018",en,0
9788,Milan trip,good hotel close city center side hotel take tram center takes of minutes city pass of adult go,"Date of experience: April 07, 2018",en,4
9789,Book directly if you can.,hotel incredible booking awful didst receive confirmation timely manner tried call customer service non working number charged of euros wed able book hotel directly poorly done,"Date of experience: April 07, 2018",en,0
9790,Great website,website fast easy significantly less sites,"Date of experience: April 07, 2018",en,4
9791,"Nice for one day, but needs improvement....",place nice beach great comments noise generator spoils experience runs constantly extremely noisy guests go place like enjoy peace noise ruins tithe restaurant food improved options tastythe staff could prepared suggesting activities could activities renting bikes canoeing coverall of experience one day would never spend points addressed,"Date of experience: April 07, 2018",en,3
9792,loved this hotel,loved hotel friendly professional courteous staff front desk restaurant room attendants fantastic central location,"Date of experience: April 07, 2018",en,4
9793,Blau varadero,blah upgrade since last visit fabulous hotel amazing views good food,"Date of experience: April 07, 2018",en,4
9794,Book Direct!,meeting attending cancelled nonrefundable policy wasted 282 room charge future use third party service book direct,"Date of experience: April 07, 2018",en,0
9795,Roms are okay,rooms okay price okay area noisy especially night morning times local garbage service reception people friend helpful basic behavior missing like opening door luggage greeting leave enter room,"Date of experience: April 07, 2018",en,3
9796,Everything went smoothly,everything went smoothly driver met us airport great,"Date of experience: April 06, 2018",en,4
9797,I made a reservation through your…,made reservation service charged immediately unable input harp discount arrived hotel reservation incomplete reservations check elsewhere would like immediate credit credit card amount charged mathis horrible servicehoward pickett,"Date of experience: April 06, 2018",en,0
9798,What a great find,place incredible everything clean tidy staff extremely polite helpful even set cabs us go airport auschwitz definitely place stay planning area polish restaurant hotel priced fair truly incredible,"Date of experience: April 06, 2018",en,4
9799,Very good service,good service clean hotelthanks camilla great service building of great vacation thanks,"Date of experience: April 06, 2018",en,4
9800,Does what it says on the tin - and cheaper than going direct,booked hotel spain cheaper book gala hotels web site book direct booked via gala emailed hotel days travelling confirm booking,"Date of experience: April 06, 2018",en,0
9801,Fair Price and nice Beach close to The hotel,central nice hotel,"Date of experience: April 06, 2018",en,4
9802,Worst customer service experience ever!!,worst customer service ever experienced wanted make amendment booking initially possible never received confirmation although sent three emails prove tried call hotline several times therefore lost one night leave one day earlier couldn't rearrange beforehand galahotels claimed never received email shame,"Date of experience: April 06, 2018",en,0
9803,Charming studio-apartment,charming studioapartment with nice balcony clean owner really helpful professional fell like homeexcellent,"Date of experience: April 06, 2018",en,4
9804,Royalton Cuba,whilst booking easy company lived price promise would nice full knowledge hotels offering becoming apparent diamond club,"Date of experience: April 06, 2018",en,4
9805,Great deals and always very competitive…,great deals always competitive price,"Date of experience: April 05, 2018",en,4
9806,hotel and dining room staff were…,hotel dining room staff excellent room nice issues a persisted visit enjoyed rooftop pool breakfast buffet massage therapist wonderful would stay gala property,"Date of experience: April 05, 2018",en,4
9807,Overall positive experience,booking process smooth immediate confirmation marked a star confirmation came noticed reserved room tax mail tower historic main building thought booking want clear booking process gala contacted next day a mail confirm happy pointed issue provided small refund checked got upgraded room heritage side pleased overall,"Date of experience: April 05, 2018",en,3
9808,Charged Twice,website charged twice booking sent a requests regarding refund although accept fault said processing occasion still received refund almost a months patient receiving excuse seeing action taken extremely frustrating sent exact reply occasionunacceptable fraudulent replies automated reply message trustpilot,"Date of experience: April 05, 2018",en,0
9809,**************BEWARE!!!**************,bewarethey absolute thievesthey stole 334 hotel room file complaints lie tell returning money account a weeksdont use horrible company,"Date of experience: April 04, 2018",en,0
9810,Very hard to get ahold of by phone,hard get hold phone always wait long time often sent phone messenger,"Date of experience: April 04, 2018",en,0
9811,Good place to stay and relax,place nicely located easy get staff good polite breakfast nice,"Date of experience: April 04, 2018",en,4
9812,Beautifull,beautiful galahotels in best,"Date of experience: April 04, 2018",en,4
9813,Internet and wake up call,wireless hotel didst worked asked wake call didst call almost lost flight,"Date of experience: April 04, 2018",en,0
9814,bad company they cancelled my booking…,bad company cancelled booking nowhere stay getting late night flight malaga still received refund,"Date of experience: April 04, 2018",en,0
9815,"Easy booking, but didn't receive answers to questions",easy booking good price lack communications wrote galahotels a mails questions didst receive answer,"Date of experience: April 04, 2018",en,4
9816,Lovely hotel,lovely hotel staff polite helpful location little bit city red bus route meant whole route get back hotel get taxi of went special occasion with birthdays emailed asked good jesters could make special options offered payable didst want much would least offered river view instead offices bottle wine meal of restaurant,"Date of experience: April 03, 2018",en,4
9817,This is the worst hotel booking service…,worst hotel booking service ever come across purchased cancellation insurance case needed cancel tried cancelling of hours via website said would cost 150 penalties cancel booking 126 start tried getting touch gala hotels phone could cancel told email three times response pretty shocking think could fraudulent website book using website lose money,"Date of experience: April 03, 2018",en,0
9818,They advertised with airport pick up,advertised airport pick even entering details callingemailing respond pick airport bad service phone unacceptable way get customers choose booking site others,"Date of experience: April 03, 2018",en,0
9819,They do not email the reservation…,email reservation automatically call get copy reservation,"Date of experience: April 03, 2018",en,0
9820,My only negative rate would be on the speediness of email response.,overall good booking experience managed find availability hotel wanted,"Date of experience: April 02, 2018",en,4
9821,Very good experience,good experience friendly staff comfortable rooms excellent cleaning breakfast complete a minutes subway,"Date of experience: April 02, 2018",en,4
9822,We enjoyed our stay .Although it was…,enjoyed stay although easter hotel fullthe services rooms food good,"Date of experience: April 02, 2018",en,4
9823,The hotel is destroyed by the hurricane…,hotel destroyed hurricane touch island late september of windows broken plants badly painted rooms etc warning neither gala hotels media responsible hotel tried change hotel paying go a star resort possible nobody hotel reservations supply know contact gala hotels totally conform would recommend either gala hotels try hotel anybody,"Date of experience: April 02, 2018",en,0
9824,No problem,problem reservations quick least of cheaper sites absolutely cheaper hotel rates,"Date of experience: April 02, 2018",en,4
9825,Best deal!,found best deal quick easy would wished get confirmation email hotel purchase would made little easier home printer print voucher,"Date of experience: April 02, 2018",en,4
9826,Gala Continental hotel (Naples),stay gala continental hotel naples pleasant hotel great views well located personal polite great service,"Date of experience: April 02, 2018",en,4
9827,Excellent staff attitude,excellent staff attitude willingness help great birmingham central location,"Date of experience: April 02, 2018",en,4
9828,What s transformation just perfecti,came three months ago bad transformation spotless smelt nice personal touches like toilet roll corners folded well done cleaner top rate visit three months time go kent,"Date of experience: April 02, 2018",en,0
9829,Nice stay,spacious room clean thew staff reception kind support request breakfast improved variety bread cheese pancakes also missing,"Date of experience: April 02, 2018",en,4
9830,that is no answer to my complaint,answer complaint booked paid apartment got room a people would like get support apartment back already sent of mails answer even chat everything simply ignored bookings disappeared account,"Date of experience: April 02, 2018",en,0
9831,Easy site to use and it was the…,easy site use cheapest price could get hotel wanting compared sites,"Date of experience: April 01, 2018",en,4
9832,Book early and get a good price right…,book early get good price right centre town good pubs food close also worth mention really good selection breakfast,"Date of experience: April 01, 2018",en,4
9833,Service very good,service good rooms breakfast bad,"Date of experience: April 01, 2018",en,4
9834,Only if necessary,room floor dirty bathroom lights didst work hairdryer didst work towels really clean hand people reception friendly helpful overall wouldn't recommend place,"Date of experience: April 01, 2018",en,3
9835,GalaHotels offered the most competitive…,galahotels offered competitive price kind room hotel dates wanted site userfriendly would recommend anybody,"Date of experience: March 31, 2018",en,1
9836,Poor shabby service throughout with Gala. Avoid!,book hotel room a months advance payment taken immediately called of hours arrival day say hotel full offered accommodation another hotel explained attending event first hotel booked early ensure room taken full payment believed booked roomwhich obviously haunt shabby service throughout rude assistant phone also hope get refund would never use company againupdate of days since receive email saying refund would take a a days still refund,"Date of experience: March 31, 2018",en,0
9837,Easter,additional service fee charged paid check,"Date of experience: March 31, 2018",en,0
9838,Good location,good location clean room silent,"Date of experience: March 31, 2018",en,4
9839,poorest customer experience,want able first hand book room webpage iphone blocked payment called number showed page tried explain problem rude girl phone responded couldn't solve problem travel agency hung phonepoor booking experience poorest customer service repeat cancelled inscription,"Date of experience: March 30, 2018",en,0
9840,Recommendable - customer friendly,uncomplicated complete information hotel best price,"Date of experience: March 30, 2018",en,4
9841,Do Not Book with GalaHotels.com...,book galahotelscomi booked reading reviews sent confirmation booking day bookedthe next day received email stating hotel requested sold moving another hotel couldn't ever reach anyone phone wrote back said int acceptable want refund days later received email said would refund yet haven received it disputed charge credit card company,"Date of experience: March 29, 2018",en,0
9842,Nice,nice clean room friendly staff fault stayed many times future,"Date of experience: March 29, 2018",en,4
9843,Have booked 3 hotels so far with gala…,booked a hotels far gala continue good well explained accommodations fair prices rewards well cant fault,"Date of experience: March 29, 2018",en,4
9844,Only one elevator for 21 floors.Most of…,one elevator of floorsmost time used stairshotel runs needs workers loud music playing pool unable rest stoppedsorry email went wrong place dealt neptune hotelsorryisabel clayton,"Date of experience: March 29, 2018",en,0
9845,CHECK YOUR CREDIT CARD ACCOUNT!,try phoning customer service numbers work many people site overcharged including husband charged twice credit card thought check read reviews gala hotels a stars people reviewing hotels stayed simply booking site like bookingcom unlike bookingcom taking peoples money shouldn't use get money back,"Date of experience: March 29, 2018",en,0
9846,Breakfast a little disappointing this time,good except breakfast used get 1010 810,"Date of experience: March 28, 2018",en,4
9847,I booked a 28 day holiday with Gala…,booked hotel of nights penang gala immediately charged credit card issued accommodation voucher week later sent email saying hotel available offered alternative hotel price checked alternative hotel triage found hotel booking direct of per night cheaper per night time checked availability original hotel found available a sites cancelled gala hotels rebooted different operatorplease note gala holidays terms conditions state waite of days refundthere apology explanation gala hotels room available ask self company honest,"Date of experience: March 28, 2018",en,0
9848,Transfer to the airport was included…,transfer airport included booked organise pay transfer selves a taxis a people100 cut may gala hotels pay back,"Date of experience: March 28, 2018",en,0
9849,Good value for money,good value money decent sized room nice bathroom clean although wouldn't wanted portly use big towels plus close tubes london eyecouldnt fault price,"Date of experience: March 28, 2018",en,3
9850,Excellent hotel in a super location,excellent hotel super location clean bright rooms friendly staff,"Date of experience: March 28, 2018",en,4
9851,Great hotel near Bastille,nice hotel great breakfast friendly staff great location,"Date of experience: March 28, 2018",en,4
9852,Excellend service and facilities,excellent service facilities cant fault hotel price paid,"Date of experience: March 28, 2018",en,4
9853,Unsolicited messages,galahotels sending unsolicited messages years never subscribed newsletter matter many times unsubscribe keep sending unsolicited messages modify review original twice due galahotels reporting original wording accusatory defamatory used commonly used word unsolicited messages in allowed write words reviewing company critically,"Date of experience: March 27, 2018",en,0
9854,Lowest price on the web for a week…,lowest price web week allinclusive gran canara 17032432018,"Date of experience: March 27, 2018",en,3
9855,No customer service,customer service room dirty sheets dirty carpet never cleaned room extremely smelly room totally unacceptable refused refund credit account could recommend hotel even worst enemy,"Date of experience: March 27, 2018",en,0
9856,Booked the Best Western Maitrise Hotel…,booked best western maitrise hotel edward road gala hotels overnight stay wednesday list march 2018received confirmation booking gala hotels arrival list march hotel summarily informed us cancelled reservation due maintenance issues alternative accommodation offered return home checked credit card account sign booking fee returned me telephoned best western enquire informed booked agency gala hotels fee would returned agency submitted claim cas135728z1x7m0 gala hotels with march return booking fee replied stating reservation confirmed upon nonrefundable terms possible cancel amend refund due replied with march hotel cancelled reservation hotel keeping booking fee returned agency none instigation felt claim justified 1600 with march still awaiting response,"Date of experience: March 27, 2018",en,0
9857,Awful company and customer service,booked hotel couldn't get hold us customer service team explain rushed hospital couldn't make booking emailed dismissed case said non cancellation booking absolutely disgusting lost baby customer service received never ever book site,"Date of experience: March 27, 2018",en,0
9858,Very bad service,bad service disaster booked company got hotel another country made paid guys never sent reservation time work guys look another company go straight hotel much cheap,"Date of experience: March 27, 2018",en,0
9859,very happy with service and hotel great…,happy service hotel great weekend,"Date of experience: March 26, 2018",en,4
9860,2 stars hotel  great locatioin,a stars hotel great locatioinwe booked bay view room got room view facing construction side marina view hotel nothing help us location best thing hotelsauna joke horrible bathroom never,"Date of experience: March 26, 2018",en,0
9861,Beautiful hotel,beautiful hotel clean wonderful staff comfy beds great shower,"Date of experience: March 26, 2018",en,4
9862,"Good hotel,excellent transport…",good hotelexcellent transport linksspotlessly cleangood location helpful staff,"Date of experience: March 26, 2018",en,4
9863,Sufficietly of the room. Insufficient the reception desk.,room good cover waterclosed used top shower loose many water impossible desk receipt sum payed room send,"Date of experience: March 26, 2018",en,0
9864,It looks very nice in the lobby,looks nice lobby bar restaurant nice helpful staffthe room nice bed good nice standing shower a types showerheads negative shower black mold corners ordered pizza restaurants glass wine of pound expensive pizza good expensive cocktails far away centrum,"Date of experience: March 26, 2018",en,4
9865,Prime location,prime location friendly staff clean good breakfast even prosecco,"Date of experience: March 26, 2018",en,4
9866,Bad and very old hotel with small pool,bad old hotel small pool looking a maximum hotels a stars looking better better service cavalier arnold furniture old tables broken restaurant dirty tables sticky bad coffee bad juices never back hoteljust room old furniture broken pilots clean houskiping real clean change towels every day room never back cavalier art,"Date of experience: March 26, 2018",en,0
9867,Very bad,stayed iberostar day visit trinidad originally booked a rooms family friends however time check told one room got moved another hotel without notifying us ahead asked consent simply told asked decided us really confused able stay room precooked a months ago gala hotels explanation hotel full come booked a rooms one room available disappointed explanation two us ended living apart friends hotel standards needs,"Date of experience: March 26, 2018",en,0
9868,Oh to have found this place sooner.,previous occasions saw deals alexander thomson never even looked bypassed received email gala hotels giving offer would silly refuse chose alexander thomson hotel central placeswhen arrived around 1400hrs checked quickly given room 513 took one two lifts fifth floor found room opening door room enormous left high ceiling left left bed raised platform red leather sofa a red leather chair to of channels free wifi throughout hotel bathroom bath bath shower room also large booked dinner grand central hotel round corner hope street finished dinner returned hotel drinks reasonable priced a gordon gin various drinks offerwhen got back room room cold checking radiator a heat ann wife telephoned ask problem heating told someone would come right away low behold heating started working never stopped weekend let reception know heating workingbreakfast well start taken seat breakfast explained hot dishes never allowed go empty like national chains ask like poor oliverthey always topped everything fresh could get porridge poached eggs scrambled eggs fresh meatscheeseyoghurt cans find anything satisfy rumbling tums fussy a nights enjoyable time backed done take word great alexander thomson give try gala hotelscom,"Date of experience: March 25, 2018",en,0
9869,BAD EXPERIENCE,long welcoming first staff helpful booked luxury bungalow front beach nice room sea view instead replaced 4roomlogement way dirty well provided room equipment far away sea extremely disappointed booking room expensive expecting moment lot placereceptionist really helping us really care us negotiate kind compensation inconvenience caused whereas done without asking anything also receptionist bit laughing us really disrespectful really appreciate way managed situation behaviour recommend place anyone clearly see cuban people staff foreigners,"Date of experience: March 25, 2018",en,3
9870,I have make reservations with…,make reservations galahotelscom many times never problems prices always best compared agencies recommend galahotels,"Date of experience: March 25, 2018",en,4
9871,In February I book at room for my wife…,february book room wife got confirmation letter gala realized date days actually needed room immediately sent email day hotel asked change date coincide revised cruise schedule gala reply couldn't change date would charged room regardless whether used needless say made new reservations park inn madison copenhagen reluctantly paid gala charge certainly recommend hotel anyone else,"Date of experience: March 25, 2018",en,0
9872,Perfect room,perfect room friendly helpful personnel single complaint,"Date of experience: March 25, 2018",en,4
9873,"you want to loose money, go ahead",made hotel reservation prepaid got confirmation couponthen get call honor reservation hotel rejected reservation money refundedtwo months passed refundafter many calls mails say issue refund refundedplease check credit card bills ever make reservation galahotels kind cheating company,"Date of experience: March 25, 2018",en,0
9874,No problems Answered helpline when rang…,problems answered helpline rang confirm booking problemwith booking hotel price competitive better big brokers,"Date of experience: March 25, 2018",en,4
9875,False advertisement and lack of customer support,offer purchased airport transfer included hotel offered transfergalahotels support failed answer questionticket false advertisement lack customer support reason stars,"Date of experience: March 25, 2018",en,0
9876,Staff excellent and helpful,staff excellent helpful rooms good cleaner convenient airport would certainly stay,"Date of experience: March 24, 2018",en,4
9877,Very good value hotel,surprised room better expected good quality great shower bed of plenty choice breakfast staff efficient helpful would recommend short break berlin,"Date of experience: March 24, 2018",en,4
9878,Was Ok-ish,hot room despite asking lower temp twicethe interior outdatedcould cleaner,"Date of experience: March 24, 2018",en,3
9879,Disability awareness could be improved,real gripe room took ages get disabled somewhat marred visit getting room teal barrier enjoying climb of stairs get arena gallery everything else brilliant stayed definitely would friendly attentive polite staff levels roles thank,"Date of experience: March 24, 2018",en,4
9880,Room and facilities were just fine,room facilities fine reception sign could better sure suppose get free breakfast notice customers using hotels vouchers restaurant leaving overall nice hotel good location,"Date of experience: March 24, 2018",en,3
9881,Good hotel,good hotel good service nice staff everything good,"Date of experience: March 24, 2018",en,4
9882,Our flight was delayed by 3 hours due…,flight delayed a hours due french air traffic control strike arrived hotel 1130pm 930pm envisaged hotel literature says room service available told kitchen shut food available salad put a rooms advertised available ere half board a star hotel would room service available,"Date of experience: March 24, 2018",en,0
9883,Overall stay,clean quiet nice staff hotel bar dinning would nice,"Date of experience: March 23, 2018",en,4
9884,We only stayed one night as a stop…,stayed one night stop great location hotel excellent amazing breakfast selection staff really friendly would definitely recommend hotel,"Date of experience: March 23, 2018",en,4
9885,Very Clean and polite staff,clean polite staff reasonably priced city centre,"Date of experience: March 23, 2018",en,4
